Date,Close
5/17/2021 16:00:00,53.91
5/18/2021 16:00:00,53.36
5/19/2021 16:00:00,53.91
5/20/2021 16:00:00,57.07
5/21/2021 16:00:00,56.61
5/24/2021 16:00:00,60.12
5/25/2021 16:00:00,59.15
5/26/2021 16:00:00,60.59
5/27/2021 16:00:00,61.07
5/28/2021 16:00:00,62.12
6/1/2021 16:00:00,63.69
6/2/2021 16:00:00,62.79
6/3/2021 16:00:00,60.6
6/4/2021 16:00:00,61
6/7/2021 16:00:00,61.37
6/8/2021 16:00:00,60.15
6/9/2021 16:00:00,61.77
6/10/2021 16:00:00,62.63
6/11/2021 16:00:00,64.09
6/14/2021 16:00:00,63.57
6/15/2021 16:00:00,62.28
6/16/2021 16:00:00,60.2
6/17/2021 16:00:00,62.29
6/18/2021 16:00:00,63.17
6/21/2021 16:00:00,63.6
6/22/2021 16:00:00,62.93
6/23/2021 16:00:00,66.35
6/24/2021 16:00:00,67.65
6/25/2021 16:00:00,67.67
6/28/2021 16:00:00,66.22
6/29/2021 16:00:00,67.57
6/30/2021 16:00:00,68.14
7/1/2021 16:00:00,67.66
7/2/2021 16:00:00,68.49
7/6/2021 16:00:00,69.06
7/7/2021 16:00:00,65.13
7/8/2021 16:00:00,61.96
7/9/2021 16:00:00,65.81
7/12/2021 16:00:00,64.79
7/13/2021 16:00:00,63.95
7/14/2021 16:00:00,62.47
7/15/2021 16:00:00,60.5
7/16/2021 16:00:00,59.31
7/19/2021 16:00:00,59.58
7/20/2021 16:00:00,62.33
7/21/2021 16:00:00,63.39
7/22/2021 16:00:00,62.97
7/23/2021 16:00:00,77.97
7/26/2021 16:00:00,76.32
7/27/2021 16:00:00,73.97
7/28/2021 16:00:00,76.16
7/29/2021 16:00:00,74.92
7/30/2021 16:00:00,74.42
8/2/2021 16:00:00,73.5
8/3/2021 16:00:00,73.38
8/4/2021 16:00:00,76.9
8/5/2021 16:00:00,77.32
8/6/2021 16:00:00,75.98
8/9/2021 16:00:00,78.15
8/10/2021 16:00:00,75.8
8/11/2021 16:00:00,76.53
8/12/2021 16:00:00,75.26
8/13/2021 16:00:00,74.62
8/16/2021 16:00:00,72.44
8/17/2021 16:00:00,71.81
8/18/2021 16:00:00,71.96
8/19/2021 16:00:00,70.86
8/20/2021 16:00:00,72.72
8/23/2021 16:00:00,75.5
8/24/2021 16:00:00,74.63
8/25/2021 16:00:00,74.69
8/26/2021 16:00:00,71.61
8/27/2021 16:00:00,73.12
8/30/2021 16:00:00,74.51
8/31/2021 16:00:00,76.11
9/1/2021 16:00:00,74.17
9/2/2021 16:00:00,73.92
9/3/2021 16:00:00,75.08
9/7/2021 16:00:00,76.49
9/8/2021 16:00:00,74.13
9/9/2021 16:00:00,74.62
9/10/2021 16:00:00,74.5
9/13/2021 16:00:00,71.26
9/14/2021 16:00:00,71.31
9/15/2021 16:00:00,73.62
9/16/2021 16:00:00,72.48
9/17/2021 16:00:00,74.76
9/20/2021 16:00:00,71.73
9/21/2021 16:00:00,76.09
9/22/2021 16:00:00,78.6
9/23/2021 16:00:00,79.37
9/24/2021 16:00:00,83.11
9/27/2021 16:00:00,80.08
9/28/2021 16:00:00,74.42
9/29/2021 16:00:00,71.76
9/30/2021 16:00:00,73.87
10/1/2021 16:00:00,75.25
10/4/2021 16:00:00,71.23
10/5/2021 16:00:00,73.41
10/6/2021 16:00:00,73.13
10/7/2021 16:00:00,76.28
10/8/2021 16:00:00,75
10/11/2021 16:00:00,73.53
10/12/2021 16:00:00,75.26
10/13/2021 16:00:00,74.95
10/14/2021 16:00:00,76.64
10/15/2021 16:00:00,77.34
10/18/2021 16:00:00,75.8
10/19/2021 16:00:00,76.43
10/20/2021 16:00:00,75.65
10/21/2021 16:00:00,75.11
10/22/2021 16:00:00,55.14
10/25/2021 16:00:00,54.5
10/26/2021 16:00:00,55.39
10/27/2021 16:00:00,52.02
10/28/2021 16:00:00,54.39
10/29/2021 16:00:00,52.58
11/1/2021 16:00:00,53.98
11/2/2021 16:00:00,52.2
11/3/2021 16:00:00,52.94
11/4/2021 16:00:00,52.26
11/5/2021 16:00:00,53.17
11/8/2021 16:00:00,54.9
11/9/2021 16:00:00,54.82
11/10/2021 16:00:00,52.88
11/11/2021 16:00:00,53.29
11/12/2021 16:00:00,53.7
11/15/2021 16:00:00,55.53
11/16/2021 16:00:00,55.11
11/17/2021 16:00:00,54.56
11/18/2021 16:00:00,53.47
11/19/2021 16:00:00,51.32
11/22/2021 16:00:00,49.26
11/23/2021 16:00:00,50.67
11/24/2021 16:00:00,49.66
11/26/2021 13:00:00,49.76
11/29/2021 16:00:00,48.85
11/30/2021 16:00:00,47.61
12/1/2021 16:00:00,47.26
12/2/2021 16:00:00,47.91
12/3/2021 16:00:00,46.79
12/6/2021 16:00:00,47.92
12/7/2021 16:00:00,50.4
12/8/2021 16:00:00,53.42
12/9/2021 16:00:00,52.36
12/10/2021 16:00:00,50.82
12/13/2021 16:00:00,48.14
12/14/2021 16:00:00,46.85
12/15/2021 16:00:00,46.41
12/16/2021 16:00:00,44.7
12/17/2021 16:00:00,45.29
12/20/2021 16:00:00,44.42
12/21/2021 16:00:00,46.1
12/22/2021 16:00:00,46.77
12/23/2021 16:00:00,48.68
12/27/2021 16:00:00,48.64
12/28/2021 16:00:00,47.71
12/29/2021 16:00:00,47.06
12/30/2021 16:00:00,48.03
12/31/2021 16:00:00,47.03
